motion_coherence,reaction_time,correct,prior_std,raw_response_time
0.12,1.56624700000066,0,20,133.622288
0.12,1.5271660000144,0,10,59.669166000007
0.06,1.74547600001097,1,20,589.518796999997
0.06,1.28848299999663,0,40,426.770789000002
0.06,1.87354600000253,1,80,410.482292000001
0.06,1.27392800000052,0,80,185.878991
0.06,1.19771700000092,0,80,537.819172000001
0.12,0.965101000001596,0,80,325.681188999999
0.12,1.92296900000656,1,40,13.3069890000043
0.06,1.22801400000208,1,80,534.497805000001
0.06,1.43275600000015,1,80,160.633984
0.06,2.46267300000181,1,80,340.457350000001
0.06,2.32163200000105,0,20,192.318159
0.12,1.018102,1,10,575.745568
0.12,1.4252600000018,1,10,226.769650000002
0.06,2.36550700000953,1,40,3.66698200000974
0.06,1.89109700000154,1,20,383.518233000001
0.06,1.17582500000026,1,20,177.362499000001
0.06,1.11814500000037,1,10,223.877292999998
0.12,2.26488099999915,1,20,148.522472000001
0.06,2.54812200000015,0,80,465.494892999999
0.12,1.05884600001446,1,10,268.421251000007
0.06,0.915960000013001,1,80,449.196181000007
0.06,1.87473300000056,0,80,371.563093000001
0.24,0.871815000000424,0,10,391.281587000001
0.06,1.2014720000152,1,40,144.449719000011
0.06,1.24044299998786,0,20,583.782689999993
0.12,1.03793200000655,0,80,44.4041309999884
0.06,2.82685300000048,1,20,544.918167
0.06,1.20575000000099,0,20,114.882559000001
0.06,0.849103000000468,0,20,286.990351
0.24,1.1629990000074,0,80,384.994364000013
0.06,1.01930100000027,1,20,231.530644
0.06,1.82800600000337,1,80,347.057258000001
0.06,1.57654500000353,0,80,421.193167000001
0.12,1.49089399998775,0,10,133.762947999989
0.12,1.43774400000075,0,40,583.341267
0.12,1.95032999999239,0,80,606.412115999992
0.06,1.40742600001977,1,10,374.994669000007
0.06,1.97998800000096,1,40,429.805131000001
0.12,0.833517999999458,0,10,240.570934999996
0.06,1.74850399999923,1,20,576.214164999999
0.12,1.06101800000033,1,20,402.41424
0.06,1.84074100000726,1,40,524.026811000003
0.12,1.04767900000115,0,40,162.973249000001
0.12,0.951358000020264,0,20,335.030677000002
0.12,1.40024100001028,1,40,380.113773000005
0.24,1.98937300000034,0,40,123.589179000001
0.06,1.27310800000123,1,10,455.393554000002
0.06,1.07026500001666,1,80,437.980092999991
0.06,0.823251000008895,1,40,416.282795000006
0.12,0.906316000000515,1,40,243.413258
0.24,1.1566070000008,0,20,20.6062750000001
0.06,1.64626100000169,1,20,148.926196
0.06,1.57779099999971,1,80,353.346976000001
0.06,1.20498800001224,1,80,432.644180000003
0.06,1.12607599998591,1,10,647.274864999985
0.24,1.30854300000101,0,80,301.067067000002
0.06,0.86799000002793,1,20,167.814638000011
0.12,1.8191110000007,0,10,123.657605
0.06,0.660053000001426,1,20,525.990175000001
0.12,1.36916000000201,0,80,558.682316999999
0.12,0.667205000005197,0,20,398.686686000001
0.06,1.80611700000009,1,10,17.2988689999911
0.06,0.985920999999507,0,80,675.425257999999
0.12,1.33317600000191,0,80,560.215050000001
0.12,2.34940499999902,0,40,484.389198999999
0.06,1.1378379999951,0,80,403.916265999986
0.06,0.822864999998274,1,80,203.521197999999
0.06,1.37112500000148,0,20,619.302077
0.06,0.977002999999968,1,20,434.894246
0.12,1.42794600001071,0,40,206.569822000005
0.06,1.50623600000108,0,10,568.613507999995
0.12,1.14302100001078,1,40,131.313745000007
0.12,1.34233299999323,1,40,483.706844
0.06,1.58405400000083,1,20,372.070309000001
0.24,1.55025299999397,0,40,120.779035
0.06,1.92015100000026,1,10,642.489583
0.24,1.94084400000065,0,80,693.481099000001
0.24,0.753610000014305,0,80,472.084157000005
0.06,2.10243900000023,1,10,476.225635000001
0.06,2.89612300001318,1,80,520.107919000002
0.06,1.16022200000043,0,10,497.537621000001
0.06,0.904319000001124,0,80,189.113995
0.06,2.51488099998096,0,80,353.572178999981
0.06,2.08151999999973,0,80,570.633913
0.12,2.63246700000127,0,40,598.965259000001
0.12,1.61764500000027,0,80,664.009943999999
0.06,1.48008000000118,0,80,45.7772499999992
0.24,1.21597200000178,0,80,656.673247999999
0.12,2.77344900000026,0,80,15.754954
0.06,1.27213300000585,0,40,471.906814000002
0.06,2.75371500000074,1,80,446.743060000001
0.24,1.74474999999984,1,80,436.882027
0.12,0.897756000005757,1,40,60.3698629999999
0.12,1.46671600000991,1,40,135.010938000007
0.06,1.42399100001785,1,10,326.31495
0.06,1.29868300003,1,80,589.787913000007
0.06,1.29031200000099,0,80,208.241988
0.06,1.90433900000062,1,80,620.474854
0.24,1.31332500002463,0,10,456.250727000006
0.24,1.45404700000108,1,20,260.262218
0.06,1.93926299999293,0,80,315.002231999999
0.06,1.44260400001076,1,20,343.238683000003
0.06,1.71586700000626,1,40,537.338840000011
0.12,1.33373000001302,1,20,538.094706000003
0.12,1.18028200000117,1,10,195.997436000005
0.06,2.54245100000117,0,80,163.826322000008
0.12,0.956011000000217,0,40,435.205260000001
0.24,1.8289810000133,0,40,200.64172900001
0.24,1.596695000002,0,80,26.1219180000007
0.06,1.08862500000032,0,80,201.185202000001
0.06,1.26690299999609,0,10,637.605276999995
0.24,1.61280799999804,0,80,242.305348999998
0.12,1.3198510000002,0,80,365.641974
0.12,1.85023000001092,0,40,356.194788000008
0.06,0.761610000015935,0,10,303.373386000007
0.06,2.1063780000004,0,40,626.677033
0.24,1.2797759999994,0,80,356.265287999999
0.06,1.20226900000125,1,10,365.905636000001
0.06,1.18402500000957,1,40,348.321839000011
0.06,1.65423800000099,1,20,553.838194
0.12,1.69720200001029,1,10,591.525479000004
0.06,0.88985100001446,1,10,461.946729999996
0.06,0.952116000000387,0,40,180.989197999999
0.06,0.814937000002828,1,80,587.178150000007
0.24,2.53515000001062,0,80,10.5720929999952
0.06,1.76966700001503,1,10,160.229218000008
0.12,2.00714399999924,0,80,23.0100079999993
0.24,1.62306600000011,0,80,655.380115999986
0.06,1.33882000000085,0,80,667.946845
0.06,2.32260800000222,1,40,547.609802000006
0.12,1.25835299999744,0,10,662.853227
0.24,1.54739799999516,0,40,2.84953700000187
0.06,2.08172900001227,0,80,634.306153000012
0.06,1.59862500001327,1,40,351.441780000008
0.06,0.956978000000163,0,80,459.282986
0.12,1.28126699998393,1,20,286.374761999992
0.06,1.71692800000164,1,80,73.5870910000012
0.06,1.2337080000143,0,10,579.661489000006
0.06,0.997311000013724,0,40,418.802789000008
0.06,1.78082499999982,1,80,480.191070999999
0.06,2.01818900000944,1,40,498.169873000006
0.12,1.78419400000712,0,80,259.402367000002
0.24,1.31600000000617,1,40,538.017887000009
0.06,1.2425470000162,1,40,77.5858280000102
0.06,2.15108300000065,0,80,320.473166
0.12,1.8508970000039,0,80,35.4812950000014
0.24,1.16534400000091,1,10,326.593554000001
0.06,2.37119100000018,1,80,396.787060000001
0.12,2.3415210000021,0,80,68.8329709999998
0.06,1.53442499999073,1,80,514.114400999999
0.06,1.25727800000459,1,80,210.77822800001
0.06,1.39814200000546,0,40,307.835044000007
0.12,1.8179510000009,1,20,331.482569000002
0.06,2.2670990000006,1,80,492.487036
0.12,1.45635500000026,1,10,535.097563000001
0.12,1.76327000000128,0,40,455.765186000001
0.06,1.40092700000059,1,20,392.314641000001
0.06,1.71643300000869,1,40,52.3937080000032
0.12,1.03755500001716,1,20,11.7827289999987
0.06,1.80955400000676,1,40,13.5537360000017
0.24,1.65543000001344,1,10,472.954729999998
0.06,1.91385100000116,0,10,348.225544000001
0.12,1.22054100000241,0,40,109.009747000004
0.06,1.74477500000103,0,40,491.269292000001
0.06,1.59352800000124,1,20,85.6221960000003
0.12,1.57703200000105,1,40,65.3710560000036
0.06,1.97449300000153,1,10,385.477392000001
0.06,1.28211400000146,1,80,398.460166999983
0.06,1.98260900002788,1,80,152.844037000003
0.12,1.52772000000186,0,10,379.649534000002
0.12,1.53438999998616,0,80,187.156060999987
0.06,1.59300300000177,0,40,82.946901000003
0.06,1.05430000000342,0,10,449.565407000002
0.06,1.2777550000028,0,80,578.905338
0.12,1.05676900000253,0,40,484.729877000005
0.06,1.66983900000014,0,40,166.156986
0.06,1.15883000000031,0,80,91.6743300000089
0.12,1.30574100001832,1,20,562.454698000016
0.06,1.86957300000358,1,40,466.314836999998
0.12,1.60736500000348,0,80,328.586402000001
0.06,2.60590999998385,1,80,499.891902999982
0.06,1.19964900000195,1,80,61.7378910000007
0.06,2.43146400000114,0,80,593.098046000001
0.06,1.21133000000555,0,80,317.738356000002
0.06,0.865313000016613,0,10,469.778732000006
0.06,0.850751999998465,1,40,237.897779999999
0.06,0.92072300001746,0,10,116.850944000005
0.24,1.42288600000393,0,80,643.041226000001
0.24,1.39831300000151,0,10,434.905609000001
0.12,1.04258700000355,0,40,271.641893000007
0.12,1.66461700000218,0,20,135.954496000002
0.06,2.34803799999645,1,20,199.662513999996
0.24,0.818424000011873,0,40,457.706774000006
0.12,0.987937000012607,1,10,406.213398000007
0.24,0.931072000006679,0,80,205.690106000009
0.06,0.993791000015335,1,40,62.8817800000106
0.12,2.13534500001697,1,20,177.966710000008
0.06,1.97946000000047,1,20,616.406357
0.06,1.46510200001649,0,20,298.118744000007
0.06,1.85820400000011,1,80,378.663068
0.06,1.14775199999895,1,20,368.466403
0.12,1.51980600000024,1,20,556.878322
0.06,1.92247500000121,1,40,498.181248000001
0.06,1.05315300000075,1,10,419.805405999999
0.24,1.65680299999985,0,20,452.218580000001
0.06,0.912180999992415,1,80,495.922302999999
0.06,1.19963900001312,1,80,153.93821800001
0.06,2.40404599999965,1,10,320.257508000001
0.06,0.873224000000846,1,80,451.163053
0.06,1.1521560000001,1,20,277.24264
0.12,1.02559400000609,1,20,154.934650999989
0.12,1.61888999998337,0,20,123.66264699999
0.06,2.12377899999956,0,20,98.0220489999992
0.06,0.854805000009947,1,40,382.28276300001
0.12,1.5272140000161,1,10,541.301428000006
0.06,1.31267900000239,0,80,245.137274000001
0.24,1.23823500001163,0,10,48.3491510000022
0.06,2.30600599999889,1,40,7.4908609999984
0.06,3.46661499999755,1,40,7.83359700000437
0.06,2.01971199999934,1,40,376.661036
0.12,2.12052899999253,0,40,233.257708999998
0.12,1.93342000001576,1,20,41.6386570000031
0.24,2.0000110000019,1,80,316.089948000001
0.06,0.999641000000338,1,20,30.3226220000015
0.06,1.6011029999936,1,10,292.251029999985
0.06,1.3807000000088,1,10,205.741446
0.06,1.35487199999989,0,80,561.641307999998
0.06,1.48483300000953,1,40,345.617781000008
0.06,1.98809700000857,1,40,494.625704000005
0.06,2.09920300000522,0,10,183.549345000007
0.24,1.04275800001051,1,40,184.61095100001
0.12,1.317579999999,0,80,109.105917999999
0.06,1.53092800000741,0,80,520.290311000004
0.06,1.51383800000076,1,20,565.038321
0.24,1.15642100000696,0,40,79.8349050000106
0.24,1.16992700000083,0,80,5.41509399999995
0.06,1.58658500001184,1,20,509.806673000014
0.06,1.96861500000523,1,40,228.482902000003
0.06,1.73428400000012,1,80,246.209766
0.12,0.896646000008332,1,10,360.058706999989
0.24,1.92238000003272,0,80,392.292079000006
0.06,1.44669300000169,1,80,183.086938
0.06,1.06634900000063,0,20,236.81474999999
0.12,1.76274800000829,0,10,77.0428379999939
0.24,1.89888600000995,0,10,515.837469000006
0.06,1.79740400001174,0,80,233.450365000012
0.12,1.28145400001085,1,40,28.1389710000076
0.06,1.49231699999655,1,80,561.620192999981
0.12,0.992959999999584,1,80,285.2333
0.24,1.46534200001042,0,80,83.0262540000112
0.06,1.1688150000009,1,40,590.957315
0.12,1.11443800000416,1,40,336.930794
0.06,1.90321200000471,0,40,530.178816
0.12,1.18498999999974,0,20,460.638247999999
0.24,1.42401800000516,0,10,176.245433000004
0.12,0.874469000002136,0,10,286.562802
0.06,1.64817100000073,1,10,294.345591000001
0.06,1.44129599999906,1,20,136.582157999999
0.06,0.996424000000843,1,40,528.445158
0.06,0.965624000000389,0,80,74.0012759999991
0.06,1.46892600000137,1,80,474.079131
0.12,1.31225099999574,1,10,430.034746999998
0.06,1.21207800001139,1,20,460.366517999995
0.06,1.36395100000664,1,20,247.41462299999
0.06,1.41782700000113,1,40,645.781218
0.06,2.01569400003063,0,10,615.370885000011
0.06,1.50501900000381,1,20,581.022537000012
0.06,1.87256100000013,1,20,296.154551000001
0.06,1.95412399999623,1,40,529.481782000003
0.06,1.61849900000379,1,20,21.0386029999936
0.24,1.0161279999993,0,80,458.023074999999
0.24,1.30545700000948,0,80,515.692057000007
0.12,1.40959800000019,0,80,344.182901
0.12,1.53139000000374,1,40,342.609596000009
0.06,1.48720600000161,1,20,254.046179000001
0.06,1.45857000000069,0,80,9.21896300000117
0.24,0.749414000019897,0,80,673.284190000006
0.12,1.73511800000051,1,10,248.753379000002
0.12,0.980902999988757,1,10,248.554811999988
0.06,1.14028099999996,0,20,292.770624000001
0.12,1.31374300000061,0,80,552.050992
0.24,0.929124000002048,0,20,23.0541790000007
0.06,0.967059999995399,0,10,582.586735999997
0.06,2.22920300002443,1,20,518.894723000005
0.06,2.28194200000144,0,80,397.535066
0.12,2.54985699999997,1,40,7.52520399999958
0.06,0.833494999998948,1,80,269.811897999985
0.24,1.80087900000035,0,40,544.269296
0.24,0.993416999999681,0,10,630.425632
0.06,1.39977500000168,0,80,635.794084000001
0.06,1.61580899999899,1,40,602.101194999999
0.24,1.49612699999125,0,10,467.39472099999
0.06,2.30770300000222,1,20,185.246279000001
0.06,0.914645000000746,1,20,138.386484000001
0.06,2.34403200000088,0,80,12.2092669999984
0.06,1.09724300000198,1,80,119.826958000001
0.06,1.41587799999979,1,80,372.190997
0.12,1.92102300000261,0,10,166.989371999996
0.06,1.11751200000072,0,10,163.201578000002
0.12,1.85241800000222,0,80,186.689942000001
0.24,1.42918400000781,0,10,533.07476399999
0.06,1.20820500000264,0,80,289.154347000003
0.24,1.46568699999989,0,80,157.999092
0.06,1.86958199999935,0,80,311.538388000001
0.06,1.18769699998666,1,20,337.742789999989
0.06,1.18492400000105,0,20,605.154615000001
0.06,1.81734099998721,0,80,16.8921599999885
0.12,1.60952199999883,1,40,277.529754000003
0.12,1.43780599999991,0,80,280.191108999999
0.06,2.70973900000172,1,80,110.177282000001
0.06,1.16202700000031,0,80,148.591027
0.06,0.688158000004478,1,80,451.404180999991
0.06,1.55802700002096,1,80,300.924090999993
0.06,2.61124500000733,1,80,490.203917000006
0.06,0.86387499999546,1,40,304.914969999998
0.06,1.1829490000091,1,10,135.973188000004
0.12,1.24276000000827,0,40,437.346808000002
0.06,1.61229099999764,1,80,201.100031999988
0.06,1.01912600000105,1,80,251.12304
0.06,1.51774700000169,0,80,33.7748140000003
0.06,1.59302200000093,0,10,543.609562000001
0.24,0.923026000000391,0,20,559.326198000001
0.06,2.06447599999956,1,40,558.921799000003
0.06,2.49547800000073,1,40,45.4049699999996
0.06,0.754211000006762,1,80,528.338388000004
0.12,0.654134000002159,1,80,357.583124000001
0.06,1.70752900000116,0,40,314.069090000001
0.12,1.52884699999959,0,80,348.650011
0.06,0.938014000013936,1,40,137.466928000009
0.06,0.868180000004941,0,80,522.682333000004
0.06,1.54944599998998,1,20,531.262535999995
0.06,2.04094400000031,0,80,644.210859000001
0.12,1.38461600001028,1,40,294.185834000004
0.06,0.954438000000664,0,80,392.602347000007
0.06,1.86511100000098,1,20,457.934305000001
0.06,1.5859819999896,1,20,14.8867059999902
0.06,1.73866400000406,1,40,218.92981300001
0.06,2.20095300000139,0,20,540.418682000001
0.12,1.58585200000016,0,20,625.68622
0.12,1.22408899999937,1,40,506.949008
0.24,1.07302400001208,1,40,452.48161100001
0.06,1.88844900000186,1,80,130.249215
0.24,0.914476999998442,0,80,484.434460000004
0.06,1.14559399999962,0,80,604.431140999999
0.06,1.5655759999936,1,20,306.654658999993
0.12,2.10276500000145,0,80,613.914887000001
0.24,1.29610300000058,0,40,313.642947
0.06,1.48184700000093,1,20,319.438312
0.12,1.56126500000209,0,80,228.863042000001
0.12,1.70585000000028,1,20,206.290645000001
0.12,0.924941999997827,0,80,241.602339000005
0.24,1.43044000002556,0,80,486.068167999998
0.06,0.641748000009102,1,40,390.754827000012
0.06,1.51688600001216,0,10,30.3892020000058
0.12,1.84745999998995,1,10,3.15713599999435
0.06,2.79056800000035,1,80,201.751125999999
0.06,2.54494700000032,1,40,205.956985000001
0.12,2.03714400000172,0,80,555.449191
0.24,1.45012100000167,0,40,341.349212000001
0.12,1.50146800003131,0,80,312.188120000006
0.06,1.050306000001,0,20,482.326147
0.06,1.1162760000152,1,10,503.245227000007
0.06,1.57732300000134,1,80,492.330066
0.12,2.20906900000409,1,20,402.414659000002
0.24,2.10261400000127,0,80,538.114131
0.06,1.46611800001119,1,10,657.021378000005
0.06,3.54875000000175,1,80,651.687217000001
0.06,1.41296900000088,1,80,567.553245999999
0.06,1.13758800001233,0,10,355.018725000002
0.06,1.07453899999928,0,20,32.1342559999994
0.12,1.48448300000746,1,40,40.6017130000109
0.06,1.41829700002563,1,10,90.3549110000022
0.12,1.49947599999723,1,40,212.321582000004
0.06,1.60076700000172,0,20,433.650694000002
0.06,1.00079000000187,0,10,584.233633000002
0.12,1.10800599999493,1,40,282.018981000001
0.12,1.43540600000051,0,80,294.241209
0.06,2.0519670000067,1,40,365.570797000008
0.06,1.97788000002038,0,10,527.074741999997
0.24,0.89387899999565,0,40,210.706955000001
0.24,2.04085800000757,1,40,87.8977500000037
0.06,1.59165600000051,1,20,175.206258
0.24,1.38978700000007,0,80,303.423116
0.12,1.59888000000501,0,10,279.370965000009
0.06,2.00562600000012,1,80,329.614994
0.24,1.37928600001032,1,10,251.458872999996
0.12,1.88230400000066,0,80,572.983168999999
0.06,1.27626199999941,1,20,205.558718999993
0.24,1.57099300000118,0,20,202.758655999991
0.06,2.24009900000237,0,20,497.970717000002
0.06,1.29342400000314,1,10,422.621249999997
0.12,0.992075000001932,0,10,524.933449000004
0.06,1.35301400000026,0,80,357.730024
0.24,0.906928000011249,0,80,508.026374000008
0.12,2.73172700000578,1,20,523.150699999998
0.24,2.27748200000133,1,20,567.762611000002
0.12,1.97333999999682,0,80,144.010272
0.12,1.11421300000075,0,80,610.290852
0.06,1.31908299999486,1,40,567.769866000002
0.24,1.24365000000216,0,10,81.5855610000017
0.06,2.3830089999974,1,80,591.082261000003
0.06,0.859946000000491,1,80,183.225263
0.12,2.16458100000091,0,20,531.626666000002
0.12,1.50348900000063,0,20,414.766239
0.06,2.23166900000069,0,80,218.97991699999
0.06,0.865089000000808,0,20,470.058706000002
0.06,1.49761000002036,0,80,35.4200359999959
0.06,1.09656000000541,1,40,270.626999
0.24,1.45437900000252,1,10,582.637415999998
0.06,1.64892499999951,1,10,51.6415030000007
0.12,1.20359300000018,1,10,278.761362000001
0.24,1.00147899999865,0,10,161.634863999992
0.12,0.986963999999716,0,20,404.45865
0.06,1.00403499999993,1,80,177.065955
0.06,1.90852900000027,0,80,424.617228999999
0.06,1.52012699999977,0,80,371.866037
0.06,1.2517080000016,1,40,106.581024000001
0.06,1.30765300000348,0,80,143.297255000001
0.06,0.713121000000683,0,80,300.273768000001
0.12,2.8093970000009,0,80,255.847016
0.12,0.758370000010473,1,10,654.037421000001
0.06,1.3574250000238,0,20,77.1906130000134
0.24,1.48324400000092,0,80,339.026934000001
0.06,2.21065399999497,1,80,262.484017999988
0.06,1.75110200000199,1,80,498.977994000001
0.06,1.50131300000066,1,80,2.81027000000176
0.12,1.96481299999868,0,10,397.277482999998
0.06,2.17115000000922,0,40,146.506766000006
0.06,1.64979100000164,0,80,488.69513
0.12,0.926735000015469,1,80,536.916108000005
0.12,1.44399899999553,0,40,359.162748000002
0.12,1.57981599999948,0,80,98.5070020000003
0.06,1.32247600003029,1,10,377.834716000012
0.24,1.83399800001644,0,10,323.370870999992
0.06,1.30570199999966,1,40,322.893180999999
0.12,1.68418899999961,0,80,625.681984999999
0.06,1.60577800000101,0,10,526.881656000001
0.12,1.86608599999454,0,80,526.066141000003
0.06,2.14897999999812,1,80,31.130262000006
0.12,1.7436030000099,0,40,128.649879000004
0.06,1.82349300000351,1,40,410.345792000007
0.06,1.05946200000471,0,80,123.330379000006
0.24,0.829780000029132,0,80,646.820237000007
0.06,1.4297729999962,0,80,103.066177000001
0.12,1.18073900000127,0,20,454.914479000001
0.12,2.24042999999983,1,20,399.830153999999
0.06,1.08719399999973,0,80,67.3869680000007
0.12,1.80433200000152,1,20,393.454240000001
0.06,1.35118500000681,1,40,429.409893000004
0.06,1.46742500000983,0,40,343.722761000012
0.12,1.15681000001496,1,10,573.322740000003
0.12,1.43788700000005,1,80,595.330804000001
0.06,0.956326999999874,1,20,380.202586000001
0.06,1.37742700000126,1,20,71.7465700000012
0.12,1.50207900000169,0,80,384.385301999999
0.06,1.63408800000616,1,10,287.245206000007
0.12,1.39660900000126,1,40,133.573139
0.06,1.51786100000027,0,80,307.875099000001
0.06,1.69068100000732,1,10,519.053444000005
0.06,1.02213500000653,0,10,544.866762999998
0.06,1.15736500000094,1,20,562.006352
0.06,1.57423999999992,0,80,535.558926
0.06,1.28246500001114,0,80,156.746219000008
0.12,2.10323800001061,1,80,282.492075999995
0.12,1.00059599999986,0,80,94.2228469999991
0.06,1.91908700000204,0,80,113.609254999999
0.24,1.14570100000128,0,40,573.613208000001
0.24,1.66954200000328,0,40,476.497868000006
0.06,1.56542699999409,1,40,187.849700999999
0.06,1.71438900000066,1,40,93.6452360000003
0.06,1.47784300000058,1,80,360.583094
0.12,1.28471400000853,1,10,632.621511000005
0.06,1.13422500001616,1,80,169.315884999989
0.24,1.37005499999941,0,80,79.8590260000001
0.06,1.55115599999954,1,80,286.942983999999
0.06,0.638663000005181,0,80,627.522121000002
0.06,1.25151400000323,0,80,267.874252000009
0.12,1.45796399999927,0,40,356.917047999999
0.12,1.09687000000122,0,80,232.602814000002
0.06,1.62737700001162,1,40,582.362810000006
0.06,1.39298699999927,1,20,385.762537000001
0.06,1.59771400000318,1,10,256.661319000006
0.12,0.769742000000406,1,80,320.303027
0.06,2.31388699999661,0,10,127.181184000001
0.06,1.72040800000832,0,40,194.433708000011
0.12,2.36568000000261,1,10,623.909379999997
0.06,1.85923900001217,0,40,519.633744000006
0.06,1.00026599998819,1,80,597.236180999986
0.12,1.56865200000175,1,80,681.281262
0.06,1.45799599999737,0,40,327.770755000005
0.12,1.49431599999662,1,40,125.385832
0.12,1.54739900003187,1,10,637.962930000009
0.12,1.5555030000105,1,20,604.542661000014
0.12,0.812816000001476,1,80,635.095090000001
0.06,1.48651799999971,1,80,167.823084
0.06,1.12101100001018,1,10,530.293478000007
0.06,1.55048600000009,0,10,578.809520000001
0.06,1.50641800000449,1,40,391.88983700001
0.06,1.78589099999954,0,80,46.4029950000004
0.06,1.27374199999031,1,10,381.981392999995
0.12,1.35749900000519,0,10,243.450894999987
0.06,1.89821800000209,0,10,472.581231000004
0.06,1.90094000000136,0,10,399.905571000001
0.24,1.27523300002213,0,80,215.228212999995
0.12,2.26832000000104,0,20,356.622323
0.06,0.951775999999882,0,20,233.974224
0.12,0.625165999999808,1,20,124.658551
0.06,1.41052400000626,1,10,322.181240999998
0.06,1.74732100000256,0,80,276.546081000008
0.24,1.65370600000097,0,10,426.665540000002
0.12,1.67506900000444,1,10,364.413503000003
0.12,1.96041100000184,0,80,553.68208
0.06,1.72463700000117,0,80,218.994976000002
0.06,1.17772700000205,1,80,580.931966999982
0.12,1.83828799999901,1,80,395.652115999983
0.12,1.75604700000076,1,20,180.634497000001
0.12,1.28269799999543,1,10,609.386985999998
0.06,1.62568300000021,0,80,160.147027000001
0.06,1.81849500001408,0,40,164.282937000011
0.12,1.9578540000075,0,10,206.994815999991
0.12,1.33311700000013,0,10,32.4736090000006
0.06,1.25783099999535,0,10,434.365315999996
0.12,1.281501999998,0,10,591.306745999987
0.24,1.88073800000711,1,40,328.513735
0.06,1.56815000000097,1,20,101.110143
0.12,1.67713600000025,1,20,265.846158
0.06,1.16883400000006,1,20,514.490663
0.12,1.13091700000041,0,10,602.985634000001
0.24,1.20927400000073,0,20,437.622227
0.24,1.59646400000202,0,80,230.363891999994
0.12,2.01646200000141,0,80,518.591066000001
0.06,0.939008999994257,1,20,472.022763999994
0.06,1.44949700000143,1,80,206.489294999999
0.06,1.01473400002578,0,80,155.380134000006
0.06,1.55471000001126,1,40,593.530825000009
0.06,1.31844300002558,0,10,234.746660000004
0.12,1.85276000000158,0,80,164.815119000001
0.12,1.86340900001233,1,80,28.7478680000058
0.06,1.39895299999989,1,80,43.0909800000009
0.24,1.1838459999999,0,80,547.402038
0.06,2.05408000003081,0,20,575.022763000015
0.06,1.67569599999115,1,10,387.042710999987
0.12,1.03282800002489,1,20,495.326788000006
0.06,1.91832600000089,1,20,371.898636000002
0.06,1.23017600000094,1,10,516.609710000001
0.06,0.850787000003038,1,40,9.85899600000994
0.12,1.12945000000218,0,40,298.141176000001
0.06,1.72255199999199,1,10,542.322737999988
0.06,1.45561400000042,0,80,319.057919000001
0.06,2.16993100000036,1,80,482.345925
0.06,1.86330599999928,1,20,375.454283999999
0.06,1.51209700000072,1,40,225.477269000001
0.12,1.22661000001244,0,80,345.346203000008
0.06,1.41897100000642,1,20,550.638536000013
0.12,2.12733300001128,1,80,32.3960439999937
0.06,1.31332300000031,0,80,545.151073999999
0.12,1.44645700001274,0,80,192.868129999988
0.12,1.49543300000187,0,80,212.346795000001
0.12,1.30669100000523,0,80,512.868133999989
0.06,2.21717800000079,1,10,36.2095130000016
0.06,1.34490200000073,0,80,60.8950170000007
0.12,1.38427500000398,1,10,313.629503000004
0.06,1.49266100000023,0,80,526.343048999999
0.12,0.966950000001816,1,20,525.638772000006
0.06,1.31387499999255,1,10,209.834957999992
0.06,1.2627010000142,0,40,420.985731000008
0.12,1.10173399999985,0,20,77.0542669999995
0.12,1.14871800000037,0,20,423.802683000002
0.12,1.39476699999068,0,80,80.1400429999921
0.12,2.26190400000269,0,80,147.073269
0.06,2.24145800000042,1,80,304.835053000001
0.06,1.5768720000051,1,40,273.722816000009
0.06,2.1142370000307,0,20,133.102646000014
0.06,2.18609699999979,1,80,733.082057
0.06,2.53122299999995,0,80,167.385956
0.06,1.46828400000049,1,20,249.250544
0.12,1.78683700000147,0,80,176.090970000001
0.06,1.15460400001029,1,80,584.842415000006
0.06,2.24857999999949,0,10,306.913628
0.06,1.57407000000239,1,10,416.210718999995
0.06,1.95358600000145,1,20,411.742295
0.24,1.80369100000826,0,20,255.790715999989
0.12,0.789738999999827,1,80,666.313993
0.06,0.933045000012498,0,80,661.738330000007
0.06,0.895887000006041,0,10,556.213352999999
0.06,1.86834799998906,1,20,234.222563999996
0.06,0.806478000013158,1,80,10.8902040000103
0.12,0.870973000000959,0,80,294.37774
0.06,1.03424599999562,0,20,126.22265499999
0.06,1.96791200000371,0,80,368.921040000001
0.06,1.69028500000422,1,40,305.841853999998
0.12,1.09567500000048,0,40,373.125276000001
0.06,1.25774999998976,0,10,300.522843999992
0.06,1.93865400000141,1,80,426.283085000001
0.12,1.95521000000008,0,20,401.954663
0.06,1.96265900001163,0,10,198.154814999987
0.12,1.58758300000045,0,10,266.977594000002
0.12,1.00181400000292,1,40,570.297806000002
0.24,1.21685100000104,0,80,323.201308
0.06,1.91963300000134,1,80,336.019067000001
0.12,1.96003200000087,1,20,33.7945410000011
0.12,1.15697600000021,0,10,38.8815730000006
0.06,1.38398899999993,1,10,645.385672
0.06,0.924784000002546,1,40,56.6427530000074
0.12,0.904340000008233,0,80,635.564209999982
0.12,2.07733200000075,1,10,220.937526000002
0.12,2.8709400000007,0,80,713.393937999999
0.12,1.42533700002241,1,80,575.020111999998
0.12,0.961387999999715,0,80,614.639082
0.12,1.05473400000483,0,20,82.3585650000023
0.12,1.29524300000048,1,40,452.802800000005
0.24,1.24755900000127,0,80,219.455018000001
0.06,1.98710400000164,1,20,454.54232
